Fecha;Hora;Voltaje;Corriente;Potencia
01/07/2024;0:15:00;126.834;0.006;-0.82
01/07/2024;0:30:00;126.82;0.007;-0.92
01/07/2024;0:45:00;126.828;0.007;-0.87
01/07/2024;1:0:00;126.789;0.009;-1.14
01/07/2024;1:15:00;126.831;0.007;-0.84
01/07/2024;1:30:00;126.788;0.009;-1.15
01/07/2024;1:45:00;126.772;0.010;-1.25
01/07/2024;2:0:00;126.823;0.007;-0.890001
01/07/2024;2:15:00;126.775;0.010;-1.23
01/07/2024;2:30:00;126.781;0.009;-1.2
01/07/2024;2:45:00;126.79;0.009;-1.14
01/07/2024;3:0:00;126.832;0.007;-0.840001
01/07/2024;3:15:00;126.82;0.007;-0.909998
01/07/2024;3:30:00;126.837;0.006;-0.800001
01/07/2024;3:45:00;126.829;0.007;-0.86
01/07/2024;4:0:00;126.817;0.007;-0.94
01/07/2024;4:15:00;126.817;0.007;-0.94
01/07/2024;4:30:00;126.837;0.006;-0.8
01/07/2024;4:45:00;126.829;0.007;-0.87
01/07/2024;5:0:00;126.79;0.009;-1.14
01/07/2024;5:15:00;126.793;0.009;-1.1
01/07/2024;5:30:00;126.818;0.007;-0.920001
01/07/2024;5:45:00;126.809;0.008;-0.99
01/07/2024;6:0:00;126.809;0.008;-0.99
01/07/2024;6:15:00;126.785;0.009;-1.16
01/07/2024;6:30:00;126.774;0.010;-1.25
01/07/2024;6:45:00;126.836;0.006;-0.810001
01/07/2024;7:0:00;126.789;0.009;-1.14
01/07/2024;7:15:00;126.814;0.007;-0.92
01/07/2024;7:30:00;126.766;0.010;-1.26
01/07/2024;7:45:00;126.827;0.007;-0.830002
01/07/2024;8:0:00;126.814;0.007;-0.93
01/07/2024;8:15:00;126.622;0.015;-1.96
01/07/2024;8:30:00;126.515;0.021;-2.7
01/07/2024;8:45:00;126.587;0.018;-2.22
01/07/2024;9:0:00;126.537;0.020;-2.55
01/07/2024;9:15:00;126.588;0.018;-2.26
01/07/2024;9:30:00;126.755;0.008;-1.01
01/07/2024;9:45:00;126.583;0.018;-2.26
01/07/2024;10:0:00;126.729;0.010;-1.25
01/07/2024;10:15:00;126.452;0.024;-2.99003
01/07/2024;10:30:00;126.528;0.019;-2.45
01/07/2024;10:45:00;126.465;0.023;-2.95999
01/07/2024;11:0:00;126.65;0.013;-1.6
01/07/2024;11:15:00;125.878;0.057;-7.19999
01/07/2024;11:30:00;125.892;0.056;-7.11003
01/07/2024;11:45:00;126.071;0.047;-5.90022
01/07/2024;12:0:00;125.943;0.054;-6.77999
01/07/2024;12:15:00;126.205;0.039;-4.98
01/07/2024;12:30:00;126.095;0.045;-5.68001
01/07/2024;12:45:00;126.221;0.039;-4.86
01/07/2024;13:0:00;126.314;0.033;-4.23009
01/07/2024;13:15:00;126.038;0.050;-6.35999
01/07/2024;13:30:00;126.227;0.040;-5.06
01/07/2024;13:45:00;126.217;0.041;-5.12999
01/07/2024;14:0:00;126.224;0.040;-5.08001
01/07/2024;14:15:00;126.029;0.052;-6.54
01/07/2024;14:30:00;126.098;0.048;-6.07008
01/07/2024;14:45:00;125.944;0.057;-7.11981
01/07/2024;15:0:00;126.19;0.043;-5.40015
01/07/2024;15:15:00;126.568;0.021;-2.64
01/07/2024;15:30:00;126.637;0.017;-2.15
01/07/2024;15:45:00;126.522;0.023;-2.96997
01/07/2024;16:0:00;126.75;0.011;-1.39002
01/07/2024;16:15:00;126.795;0.008;-1.07
01/07/2024;16:30:00;126.793;0.009;-1.08
01/07/2024;16:45:00;126.834;0.006;-0.810001
01/07/2024;17:0:00;126.77;0.010;-1.25
01/07/2024;17:15:00;126.783;0.009;-1.17
01/07/2024;17:30:00;126.826;0.007;-0.860001
01/07/2024;17:45:00;126.782;0.009;-1.17
01/07/2024;18:0:00;126.781;0.009;-1.19
01/07/2024;18:15:00;126.832;0.007;-0.840001
01/07/2024;18:30:00;126.832;0.007;-0.85
01/07/2024;18:45:00;126.835;0.006;-0.82
01/07/2024;19:0:00;126.791;0.009;-1.13
01/07/2024;19:15:00;126.771;0.010;-1.22
01/07/2024;19:30:00;126.788;0.009;-1.1
01/07/2024;19:45:00;126.797;0.008;-1.05
01/07/2024;20:0:00;126.825;0.007;-0.84
01/07/2024;20:15:00;126.812;0.008;-0.980001
01/07/2024;20:30:00;126.839;0.006;-0.800001
01/07/2024;20:45:00;126.82;0.007;-0.929999
01/07/2024;21:0:00;126.838;0.006;-0.8
01/07/2024;21:15:00;126.795;0.009;-1.08
01/07/2024;21:30:00;126.807;0.008;-1
01/07/2024;21:45:00;126.776;0.010;-1.22
01/07/2024;22:0:00;126.789;0.009;-1.13
01/07/2024;22:15:00;126.83;0.007;-0.850001
01/07/2024;22:30:00;126.826;0.007;-0.88
01/07/2024;22:45:00;126.827;0.007;-0.87
01/07/2024;23:0:00;126.785;0.009;-1.16
01/07/2024;23:15:00;126.837;0.006;-0.800001
01/07/2024;23:30:00;126.789;0.009;-1.14
01/07/2024;23:45:00;126.821;0.007;-0.920001
01/07/2024;24:0:00;126.78;0.010;-1.21
02/07/2024;0:15:00;126.819;0.007;-0.94
02/07/2024;0:30:00;126.823;0.007;-0.9
02/07/2024;0:45:00;126.794;0.009;-1.11
02/07/2024;1:0:00;126.797;0.009;-1.09
02/07/2024;1:15:00;126.836;0.006;-0.8
02/07/2024;1:30:00;126.805;0.008;-1.02
02/07/2024;1:45:00;126.791;0.009;-1.12
02/07/2024;2:0:00;126.804;0.008;-1.03
02/07/2024;2:15:00;126.808;0.008;-1.01
02/07/2024;2:30:00;126.825;0.007;-0.880001
02/07/2024;2:45:00;126.78;0.009;-1.2
02/07/2024;3:0:00;126.796;0.009;-1.09
02/07/2024;3:15:00;126.818;0.007;-0.93
02/07/2024;3:30:00;126.8;0.008;-1.05
02/07/2024;3:45:00;126.775;0.010;-1.23
02/07/2024;4:0:00;126.791;0.009;-1.13
02/07/2024;4:15:00;126.792;0.009;-1.12
02/07/2024;4:30:00;126.834;0.007;-0.830001
02/07/2024;4:45:00;126.801;0.008;-1.06
02/07/2024;5:0:00;126.774;0.010;-1.25
02/07/2024;5:15:00;126.804;0.008;-1.02
02/07/2024;5:30:00;126.828;0.007;-0.860001
02/07/2024;5:45:00;126.8;0.008;-1.05
02/07/2024;6:0:00;126.806;0.008;-1.01
02/07/2024;6:15:00;126.779;0.010;-1.21
02/07/2024;6:30:00;126.825;0.007;-0.890001
02/07/2024;6:45:00;126.79;0.009;-1.13
02/07/2024;7:0:00;126.804;0.008;-1.04
02/07/2024;7:15:00;126.812;0.007;-0.93
02/07/2024;7:30:00;126.823;0.007;-0.86
02/07/2024;7:45:00;126.798;0.008;-1.03
02/07/2024;8:0:00;126.802;0.008;-1.01
02/07/2024;8:15:00;126.638;0.014;-1.82
02/07/2024;8:30:00;126.502;0.022;-2.82
02/07/2024;8:45:00;126.519;0.022;-2.73
02/07/2024;9:0:00;126.597;0.017;-2.12
02/07/2024;9:15:00;126.584;0.018;-2.24
02/07/2024;9:30:00;126.713;0.010;-1.32
02/07/2024;9:45:00;126.645;0.014;-1.81
